,OID_,id,gid,Latitude,Longitude,area_or_ams_map,twn_rng_sec,county,state,tect_prov,location_notes,meas_date,drill_date,collar_elevation,drill_depth,water_table,surf_temp,min_temp,max_temp,bot_temp,interval_id,depth,bottom,geoth_grad,geoth_grad_sym,geoth_grad_std_err,cgeoth_grad,cgeoth_grad_sym,cgeoth_grad_std_err,GeothermGrad,smu_id,Latitude0,Longitude0
87,453,8270cc32-8099-37c3-b30b-2eb1de5294e1,NM-06060,35.0706689,-105.9923676,Socorro,8N/8E-17,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/18/1980 0:00:00,,1934.0,60.0,45.0,,13.62,,13.67,a,56.0,58.0,0.0,I,,,,,0.0,SMU 100562,35.0706689,-105.9923676
88,161,066041d0-d5a2-37d9-a7ee-ec2c3cc60ab9,NM-06038,35.0571591,-108.0399265,Gallup,10N/11W-31,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/12/1980 0:00:00,,2380.0,68.85,18.6,8.2,8.37,,9.02,a,20.0,68.85,3.5,,,,,,3.5,SMU 100562,35.0571591,-108.0399265
89,820,b973f6f5-957d-3734-81fe-b0c7f48f0209,NM-00007,35.0500669,-106.5172826,ALBUQUERQUE AMS,,,NM,BASIN AND RANGE,,,,1650.0,,,,,,,a,140.0,180.0,19.7,,,19.7,,,19.7,SMU 100708,35.0500669,-106.5172826
90,742,df74d2df-3ae0-3e99-9305-cdcd86f72c89,NM-06063,35.0438687,-106.1647724,,9N/6E-35,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/19/1980 0:00:00,,2183.0,36.0,20.0,,11.15,,11.19,a,20.0,32.0,3.3,,,,,,3.3,SMU 100562,35.0438687,-106.1647724
91,61,7a5ebb0c-eafd-3d6f-9e68-dc0f212a902c,NM-00261,35.0300559,-108.7706472,ZUNI PROSPECT,,,NM,COLORADO PLATEAU,,1/1/1980 0:00:00,,,323.1,,,,33.55,33.55,a,181.1,283.8,67.0,,,,,,67.0,SMU 1609,35.0300559,-108.7706472
92,1034,d44517c7-3b35-3881-8456-b9d010ff2030,NM-06049,35.0258662,-106.77849,Albuquerque,9N/2E-6,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/18/1980 0:00:00,,1676.0,206.4,,13.0,14.98,,23.53,a,20.0,170.0,51.25,,,,,,51.25,SMU 100562,35.0258662,-106.77849
93,842,ba67a770-278e-3a09-9ff4-fada20679348,NM-00093,35.0167654,-106.9672954,ALBUQUERQUE AMS,9N/1W-8,,NM,BASIN AND RANGE,,,,1645.0,,,,,,,a,1215.0,3386.0,32.3,*,,32.3,*,,32.3,SMU 100714,35.0167654,-106.9672954
94,623,a40ea5e0-fc72-38c5-9cfc-a8ee2d4a87b4,NM-00224,35.0000718,-105.7172591,SANTA FE AMS,,,NM,BASIN AND RANGE,,,,1980.0,,,,,,,a,30.0,100.0,23.8,,,23.8,,,23.8,SMU 100708,35.0000718,-105.7172591
95,314,7fcaaa43-f899-3c6c-a76e-e8da7ada76ce,NM-00126,35.0000709,-105.9005644,SANTA FE AMS,,,NM,BASIN AND RANGE,,,,1980.0,,,,,,,a,60.0,115.0,27.0,,,27.0,,,27.0,SMU 100708,35.0000709,-105.9005644
96,931,763bf6b5-1ef6-33ed-b85c-7de9e82f0725,NM-00343,34.9900666,-106.8438916,SOCORRO PROSPECT,,,NM,BASIN AND RANGE,,1/3/1977 0:00:00,,1408.0,,,,,,,a,21.0,91.0,26.7,,,26.7,,0.7,26.7,SMU 100583,34.9900666,-106.8438916
97,1040,387fc808-e0c9-3b20-8afd-629ec007a7ee,NM-06062,34.9896701,-106.1274709,Socorro,8N/6E-34,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/18/1980 0:00:00,,2131.0,28.0,,11.4,11.49,,11.66,a,20.0,28.0,21.3,,,,,,21.3,SMU 100562,34.9896701,-106.1274709
98,815,21c94798-1eb4-3546-b524-7f483ec649e8,AZ-00059,34.9833549,-109.1506576,ST JOHNS AMS,41N/28E-11,,AZ,COLORADO PLATEAU,,,,1654.0,,,,,,,a,1220.0,1372.0,19.8,,,19.8,,,19.8,SMU 100712,34.9833549,-109.1506576
99,682,6c1ee4d6-6ae9-375d-91ed-d1ea0d97a03d,NM-00437,34.9797616,-107.9061221,ZUNI PROSPECT,,,NM,COLORADO PLATEAU,,1/1/1978 0:00:00,,2054.0,134.0,,,,16.79,16.79,a,24.4,134.0,22.7,,,,,,22.7,SMU 1608,34.9797616,-107.9061221
100,889,803817a2-18c7-3b0f-a15f-9130c4ab2881,NM-00229,34.9667574,-108.7506461,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,2130.0,,,,,,,d,240.0,290.0,71.6,,,71.6,,,71.6,SMU 100708,34.9667574,-108.7506461
101,738,3f66b9db-5cf6-37ef-942d-4f502a825e71,NM-06040,34.9648617,-107.9451231,,9N/11W-36,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/12/1980 0:00:00,,2135.0,60.0,,11.7,12.24,,12.71,a,30.0,60.0,15.7,,,,,,15.7,SMU 100562,34.9648617,-107.9451231
102,405,1de75415-febf-30b6-93d4-4ded4ac8e749,NM-00438,34.9562617,-107.9744239,ZUNI PROSPECT,,,NM,COLORADO PLATEAU,,1/1/1978 0:00:00,,2271.0,91.5,,,,15.53,15.53,a,18.3,91.5,17.3,,,,,,17.3,SMU 1608,34.9562617,-107.9744239
103,113,e254108c-d82b-3072-997f-f0fef5bffae2,NM-00440,34.9532621,-107.9219223,ZUNI PROSPECT,,,NM,COLORADO PLATEAU,,1/1/1978 0:00:00,,2088.0,121.9,,,,14.75,14.75,a,24.4,121.9,22.0,,,,,,22.0,SMU 1608,34.9532621,-107.9219223
104,349,3d47ec45-a422-3381-8039-20fc3ea66a0f,NM-00254,34.9500577,-108.7806468,ZUNI PROSPECT,,,NM,COLORADO PLATEAU,,1/1/1980 0:00:00,,,151.8,,,,27.75,17.04,a,24.4,149.4,0.0,I,,,,,0.0,SMU 1609,34.9500577,-108.7806468
105,740,7451579f-24bf-3ec9-b7f1-45b3cb3effba,NM-06055,34.9481693,-106.4820809,,7N/4E-11,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/19/1980 0:00:00,,1742.0,66.0,20.0,16.9,17.0,,17.61,a,20.0,66.0,13.3,,,,,,13.3,SMU 100562,34.9481693,-106.4820809
106,465,c702ae55-17f3-3edc-a246-e86752c28b86,NM-06109,34.9398711,-106.1475712,,6N/6E-28,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/21/1980 0:00:00,,2091.0,33.0,,11.8,12.24,,12.43,a,20.0,30.0,19.0,,,,,,19.0,SMU 100562,34.9398711,-106.1475712
107,406,f57aa0c6-68db-309e-bd1f-fee93646f64c,NM-00439,34.9355622,-107.983824,ZUNI PROSPECT,,,NM,COLORADO PLATEAU,,1/1/1978 0:00:00,,2155.0,109.8,,,,14.02,14.02,a,24.4,109.8,21.5,,,,,,21.5,SMU 1608,34.9355622,-107.983824
108,288,f2c248be-aff2-313a-9f9d-ab96300b3494,NM-00003,34.9333693,-106.5505828,SOCORRO AMS,,,NM,BASIN AND RANGE,,,,1820.0,,,,,,,a,20.0,130.0,19.7,,,19.7,,,19.7,SMU 100708,34.9333693,-106.5505828
109,16,2eea59f1-8158-389f-80bd-a52618228cfb,NM-00088,34.9333688,-106.6505857,SOCORRO AMS,8N/3E-8,,NM,BASIN AND RANGE,,,,1605.0,,,,,,,a,1616.0,3162.0,38.7,*,,38.7,*,,38.7,SMU 100714,34.9333688,-106.6505857
110,167,004aef46-d411-3a45-92d2-c6108955af5c,NM-06058,34.9319717,-106.0477682,,7N/7E-7,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/17/1980 0:00:00,,1931.0,28.0,17.0,,12.88,,12.92,a,20.0,28.0,5.0,,,,,,5.0,SMU 100562,34.9319717,-106.0477682
111,350,dd773b02-0775-3b0a-8807-b4523fc46205,NM-00258,34.9200588,-108.690644,ZUNI PROSPECT,,,NM,COLORADO PLATEAU,,1/1/1980 0:00:00,,,161.5,,,,18.64,18.64,a,146.6,161.5,23.0,,,,,,23.0,SMU 1609,34.9200588,-108.690644
112,12,45c6beca-9c17-3892-ab62-d561c9c04d13,NM-00087,34.9167687,-106.7505884,SOCORRO AMS,8N/2E-16,,NM,BASIN AND RANGE,,,,1563.0,,,,,,,d,5557.0,6484.0,38.1,,,38.1,,,38.1,SMU 100714,34.9167687,-106.7505884
113,19,61e72e35-1b90-3794-af84-75d4d9eecffe,NM-00108,34.9100583,-108.8406482,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,64.0,122.0,63.6,,,63.6,,,63.6,SMU 100685,34.9100583,-108.8406482
114,452,2854309c-180e-3ec2-b686-3e3a2d8b3f68,NM-06056,34.9039703,-106.4837806,,7N/4E-23,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/19/1980 0:00:00,,1752.0,96.0,74.0,16.2,16.94,,18.95,a,70.0,96.0,6.6,,,,,,6.6,SMU 100562,34.9039703,-106.4837806
115,630,de7a5309-82cb-32d5-b8ef-e90d12d36649,NM-00248,34.8800583,-108.9506511,ZUNI PROSPECT,,,NM,COLORADO PLATEAU,,1/6/1974 0:00:00,,,160.2,,,,16.91,16.91,a,103.6,160.2,22.0,,,,,,22.0,SMU 1609,34.8800583,-108.9506511
116,1039,2686189c-218e-352f-a08f-e82c3137e3db,NM-06061,34.8584727,-106.1869718,Socorro,7N/6E-26,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/18/1980 0:00:00,,2110.0,88.0,20.0,11.9,12.13,,14.05,a,20.0,88.0,28.2,,,,,,28.2,SMU 100562,34.8584727,-106.1869718
117,302,b1c55399-b68e-30de-b099-692594ccb84c,NM-00086,34.8500702,-106.7672884,SOCORRO AMS,7N/2E-7,,NM,BASIN AND RANGE,,,,1538.0,,,,,,,b,2463.0,3125.0,43.8,,,43.8,,,43.8,SMU 100714,34.8500702,-106.7672884
118,184,102b9c0b-c50f-3608-81a2-88266c02ae34,NM-06107,34.8428735,-106.096969,,5N/6E-10,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/21/1980 0:00:00,,2064.0,45.0,42.0,10.2,13.24,,16.1,a,25.0,35.0,221.0,,,,,,221.0,SMU 100562,34.8428735,-106.096969
119,168,246df2b7-eb4e-30a0-8f27-c687f415982b,NM-06059,34.8160748,-105.9485646,,7N/8E-33,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/17/1980 0:00:00,,1889.0,36.0,1.0,12.6,13.4,,14.05,a,20.0,36.0,40.6,,,,,,40.6,SMU 100562,34.8160748,-105.9485646
120,413,45ac1ce8-e88e-3bca-a82f-f1bff22c0bed,NM-00497,34.8000695,-107.1338986,SOCORRO AMS,,,NM,COLORADO PLATEAU,,,,1886.0,,,,,,,a,350.0,820.0,35.9,,,35.9,,,35.9,SMU 100634,34.8000695,-107.1338986
121,47,258a9b62-fc33-367d-87a6-5fb9d4c9e5a8,NM-00195,34.7833641,-108.2673309,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,1830.0,,,,,,,c,200.0,260.0,31.6,,,31.6,,,31.6,SMU 100708,34.7833641,-108.2673309
122,766,e9478ec0-ccc6-37ca-aabf-f0a4a95cb64a,NM-06186,34.7826694,-107.2248011,,7N/4W-35,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/19/1980 0:00:00,,1913.0,152.0,,,15.38,,15.38,a,100.0,150.0,0.0,,,,,,0.0,SMU 100562,34.7826694,-107.2248011
123,166,f1d2b6bf-6577-3fb8-994e-44994ab8e44a,NM-06050,34.7763725,-106.6264839,Socorro,6N/3E-4,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/19/1980 0:00:00,,1558.0,76.29999999999998,53.8,16.5,16.78,,19.18,a,20.0,76.29999999999998,42.6,,,,,,42.6,SMU 100562,34.7763725,-106.6264839
124,40,3b2348f1-e0af-37e2-ac99-21958a36c7db,NM-00187,34.7500714,-106.9838939,SOCORRO AMS,6N/1W-18,,NM,BASIN AND RANGE,,,,1546.0,,,,,,,b,1686.0,2228.0,40.1,*,,40.1,*,,40.1,SMU 100714,34.7500714,-106.9838939
125,1043,3077a60c-9d76-3b37-a50f-8f8a8e0ac567,NM-06081,34.7461714,-106.9975943,Socorro,6N/2W-13,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/21/1980 0:00:00,,1560.0,40.0,24.3,15.8,16.21,,16.87,a,20.0,36.0,34.0,,,,,,34.0,SMU 100562,34.7461714,-106.9975943
126,331,af2264f9-c3d4-3621-80b1-daccb2665af3,NM-00184,34.7167723,-106.9505928,ST JOHNS AMS,6N/1W-29,,NM,BASIN AND RANGE,,,,1584.0,,,,,,,b,2138.0,4272.0,40.8,*,,40.8,*,,40.8,SMU 100714,34.7167723,-106.9505928
127,743,d896c0f2-4994-3bd4-b4e7-eef8215f8168,NM-06068,34.6741753,-106.51578,,6N/4E-33,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/21/1980 0:00:00,,1693.0,54.0,40.0,,17.55,,18.01,a,40.0,60.0,38.0,,,,,,38.0,SMU 100562,34.6741753,-106.51578
128,1053,3e7410ac-ffd1-3cb8-ae60-e6bf3585d4c5,NM-06108,34.6670767,-106.2739729,,5N/6E-11,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/21/1980 0:00:00,,2003.0,50.0,,12.8,13.55,,14.22,a,25.0,50.0,26.8,,,,,,26.8,SMU 100562,34.6670767,-106.2739729
129,457,7c988f3f-e54b-3b4e-a195-4534ef6d32c5,NM-06082,34.6517737,-106.9582925,Socorro,5N/1W-20,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/21/1980 0:00:00,,1583.0,52.2,5.5,20.5,21.55,,22.26,a,20.0,52.2,22.0,,,,,,22.0,SMU 100562,34.6517737,-106.9582925
130,750,37f0fbe2-be47-3ee9-a51b-9b903dfff85a,NM-06110,34.6450775,-106.1956705,,4N/6E-18,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/12/1980 0:00:00,,2155.0,40.0,32.0,,11.25,,12.17,a,32.0,40.0,17.5,,,,,,17.5,SMU 100562,34.6450775,-106.1956705
131,10,5e37f293-8d57-3ffa-9d20-a82cdc819a87,NM-00080,34.5900664,-108.6906415,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,30.0,55.0,15.8,,,15.8,,,15.8,SMU 100685,34.5900664,-108.6906415
132,1044,93584338-57d6-30c3-975f-ab7fb1528de5,NM-06083,34.5794755,-106.9295912,Socorro,4N/1E-15,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/21/1980 0:00:00,,1536.0,208.3,57.0,16.6,17.92,,19.87,a,20.0,80.0,32.5,,,,,,32.5,SMU 100562,34.5794755,-106.9295912
133,293,7734d956-c2b2-3256-b895-0a003407d7f9,NM-00040,34.5700674,-108.5906385,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,27.0,39.0,12.8,,,12.8,,,12.8,SMU 100685,34.5700674,-108.5906385
134,2,a7a298c5-3e8c-3a7e-94f4-bec6de25c6c2,NM-00039,34.5600676,-108.5906384,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,25.0,35.0,45.6,,,45.6,,,45.6,SMU 100685,34.5600676,-108.5906384
135,619,a1bdb6a9-4c53-3126-a01d-31732ccec383,NM-00205,34.5400712,-107.9806209,SOCORRO AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,1194.0,1642.0,17.4,,,23.9,,,23.9,SMU 100685,34.5400712,-107.9806209
136,836,56f33a13-e451-3581-b106-50b309794b4c,NM-00072,34.530069,-108.4506342,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,33.0,43.0,17.5,,,17.5,,,17.5,SMU 100685,34.530069,-108.4506342
137,1045,2848033f-c304-31cd-b70d-65fec0c597b0,NM-06084,34.5175775,-106.8107873,Socorro,3N/1E-2,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/22/1980 0:00:00,,1481.0,36.0,34.6,16.5,18.1,,19.15,a,20.0,36.0,35.7,,,,,,35.7,SMU 100562,34.5175775,-106.8107873
138,1046,8d785074-bf5b-3a81-aa61-4ab885c9a2cd,NM-06085,34.4887777,-106.9183902,Socorro,3N/1W-14,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/22/1980 0:00:00,,1491.0,50.0,33.8,16.7,17.94,,19.08,a,35.0,50.0,31.4,,,,,,31.4,SMU 100562,34.4887777,-106.9183902
139,1047,4e2cbd22-581a-3254-a06f-1ceb13807246,NM-06086,34.466678,-106.9572912,Socorro,3N/1W-21,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/23/1980 0:00:00,,1563.0,97.3,,17.0,18.05,20.92,20.87,a,20.0,90.0,26.7,,,,,,26.7,SMU 100562,34.466678,-106.9572912
140,172,6bf42c96-bc9c-306c-8a01-db6557507a49,NM-06071,34.463577,-107.1830976,,3N/4W-24,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/22/1980 0:00:00,,1801.0,45.0,,15.2,15.89,,16.5,a,25.0,45.0,30.5,,,,,,30.5,SMU 100562,34.463577,-107.1830976
141,629,c6fc9f23-5517-3bf6-a981-208b3a16eaef,NM-00246,34.4500691,-108.7906432,ZUNI PROSPECT,,,NM,COLORADO PLATEAU,,1/10/1973 0:00:00,,,79.2,,,,17.29,17.29,a,51.8,79.2,6.0,,,,,,6.0,SMU 1609,34.4500691,-108.7906432
142,471,89a3cbc8-34b0-3317-b7a9-41037c1e88d1,NM-06140,34.4173808,-106.6209812,,2N/3E-6,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/21/1980 0:00:00,,1586.0,136.35,130.0,16.0,17.2,,20.17,a,30.0,130.0,29.4,,,,,,29.4,SMU 100562,34.4173808,-106.6209812
143,564,83f17734-8eec-33c5-9ee8-15db8c41c162,NM-00084,34.4100717,-108.4806341,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,1063.0,1398.0,18.2,,,25.1,,,25.1,SMU 100685,34.4100717,-108.4806341
144,53,e5759d7e-58e9-3126-9f42-fbe67c865246,NM-00231,34.4100706,-108.6906401,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,77.0,85.0,32.4,,,32.4,,,32.4,SMU 100685,34.4100706,-108.6906401
145,893,6ba029c2-b79f-348b-8340-eae3e34c99f8,NM-00230,34.4000709,-108.6706394,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,27.0,45.0,56.0,,,56.0,,,56.0,SMU 100685,34.4000709,-108.6706394
146,894,27220446-422f-32ac-aa3c-7ab5542f09e5,NM-00232,34.4000708,-108.7006403,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,27.0,57.0,44.2,,,44.2,,,44.2,SMU 100685,34.4000708,-108.7006403
147,595,ff67be10-e4ca-362a-a8e6-ca717597fe27,NM-00155,34.3833737,-108.2173265,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,2300.0,,,,,,,a,50.0,150.0,48.1,,,48.1,,,48.1,SMU 100708,34.3833737,-108.2173265
148,899,cb9f8957-c718-302b-b7df-ba69eaa05c90,NM-00243,34.3700746,-108.1006231,ZUNI PROSPECT,,,NM,COLORADO PLATEAU,,1/10/1973 0:00:00,,,85.29999999999998,,,,13.8,13.6,a,42.7,73.2,27.0,,,,,,27.0,SMU 1609,34.3700746,-108.1006231
149,1058,80c6301b-1df6-3121-86ea-5410c2c602d3,NM-06137,34.3435815,-106.8207864,,2N/1E-29,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/21/1980 0:00:00,,1472.0,38.7,,17.0,18.18,,19.06,a,22.0,38.7,52.7,,,,,,52.7,SMU 100562,34.3435815,-106.8207864
150,596,2c73563e-89c0-341f-92f3-cb9d760bdca5,NM-00165,34.3333734,-108.5006341,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,1980.0,,,,,,,a,20.0,90.0,39.9,,,39.9,,,39.9,SMU 100708,34.3333734,-108.5006341
151,560,c748bc4c-09d9-3c9b-a0e5-3782b096943b,NM-00048,34.3200719,-108.8506439,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,35.0,51.0,29.2,,,29.2,,,29.2,SMU 100685,34.3200719,-108.8506439
152,871,0897ca66-d07a-36a0-b2cf-4e3cf380e962,NM-00154,34.3167758,-108.1173231,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,2320.0,,,,,,,a,70.0,220.0,35.1,,,35.1,,,35.1,SMU 100708,34.3167758,-108.1173231
153,1059,09fb7518-8620-3f6e-8d12-231dc28579c2,NM-06139,34.3147837,-106.499777,,1N/4E-14,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/22/1980 0:00:00,,1916.0,50.0,50.0,12.7,13.79,,14.58,a,25.0,50.0,31.6,,,,,,31.6,SMU 100562,34.3147837,-106.499777
154,841,7d29dfbe-c2ae-3c48-9648-1168dfa545f4,NM-00085,34.3000796,-107.4339036,SOCORRO AMS,,,NM,COLORADO PLATEAU,,,,2080.0,,,,,,,a,20.0,90.0,31.9,,,31.9,,,31.9,SMU 100708,34.3000796,-107.4339036
155,309,54cc8bcd-1357-3ab1-8531-c8d45178772a,NM-00106,34.2900731,-108.7606411,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,110.0,195.0,37.9,,,37.9,,,37.9,SMU 100685,34.2900731,-108.7606411
156,984,f7da3c98-0471-3f3e-8d3f-d41adec1d15d,NM-00607,34.2833809,-107.2505983,SOCORRO AMS,,,NM,BASIN AND RANGE,,,,1902.0,,,,,,,a,200.0,290.0,29.1,,,29.1,,,29.1,SMU 100634,34.2833809,-107.2505983
157,324,115ed3e4-c810-3547-aead-e8d0b78d56b4,NM-00170,34.2833731,-108.7839418,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,2125.0,,,,,,,b,20.0,60.0,51.1,,,51.1,,,51.1,SMU 100711,34.2833731,-108.7839418
158,1054,77b30c9d-12d4-31a9-b8fd-a8b44bae54a0,NM-06116,34.2787837,-106.6765818,,1S/2E-22,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/23/1980 0:00:00,,1659.0,28.0,0.0,11.4,15.58,,16.24,a,20.0,28.0,40.0,,,,,,40.0,SMU 100562,34.2787837,-106.6765818
159,469,5dea17e7-4e6f-3001-bb7e-eb7672fd0243,NM-06133,34.2701795,-107.595908,,1S/7W-30,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/28/1980 0:00:00,,2138.0,69.0,65.0,12.2,12.78,,15.55,a,20.0,69.0,56.5,,,,,,56.5,SMU 100562,34.2701795,-107.595908
160,18,37e5c52a-14c8-32ff-b272-e75e294db3cd,NM-00107,34.2700738,-108.7106396,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,91.0,287.0,35.2,,,35.2,,,35.2,SMU 100685,34.2700738,-108.7106396
161,744,402ea8ea-d10f-34ec-bea1-8e5f59e75473,NM-06069,34.2646814,-107.2363977,,1N/4W-35,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/22/1980 0:00:00,,1875.0,40.0,38.0,,18.83,,20.03,a,28.0,40.0,110.0,,,,,,110.0,SMU 100562,34.2646814,-107.2363977
162,190,14edf2aa-0899-394f-a509-9f44c8ad6371,NM-06132,34.2635793,-107.66911,,1S/8W-6,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/28/1980 0:00:00,,2247.0,90.0,,14.9,16.21,,19.97,b,20.0,60.0,67.1,,,,,,67.1,SMU 100562,34.2635793,-107.66911
163,36,3bf1cdbc-d87a-382b-bad2-6a28095ebc10,NM-00168,34.2600742,-108.6906389,ST JOHNS AMS,,,NM,COLORADO PLATEAU,,,,,,,,,,,a,68.0,124.0,40.8,,,40.8,,,40.8,SMU 100685,34.2600742,-108.6906389
164,470,a432a0f4-e80f-35df-9c0d-134f58c62e29,NM-06138,34.2519847,-106.6073797,,1S/3E-2,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/22/1980 0:00:00,,1777.0,30.5,0.0,14.3,15.35,,15.86,a,20.0,30.0,51.0,,,,,,51.0,SMU 100562,34.2519847,-106.6073797
165,173,bec16b10-8473-3a0d-8152-442851092dbb,NM-06072,34.2500817,-107.250598,,2N/3W-23,,NM,Basin and Range,Location based on SW corner of map,1/22/1980 0:00:00,,1822.0,100.0,85.0,,19.83,,21.4,a,70.0,100.0,52.3,,,,,,52.3,SMU 100562,34.2500817,-107.250598
166,185,2d3041f6-fd02-3008-8fd0-9a51420abb10,NM-06114,34.2448849,-106.6085796,,1S/3E-34,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/22/1980 0:00:00,,1884.0,50.0,,14.0,14.82,,15.79,a,20.0,50.0,32.3,,,,,,32.3,SMU 100562,34.2448849,-106.6085796
167,581,39ef1071-6032-3220-81ce-25dec1f20747,NM-00131,34.2333802,-107.6339088,SOCORRO AMS,,,NM,COLORADO PLATEAU,,,,2130.0,,,,,,,d,274.0,305.0,43.6,,,43.6,,,43.6,SMU 100708,34.2333802,-107.6339088
168,186,b23cbc4a-9726-3a33-becb-bf7646267e38,NM-06118,34.2306828,-107.1196942,,1S/5W-36,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/25/1980 0:00:00,,2021.0,35.0,25.0,13.6,14.2,,14.63,a,20.0,35.0,28.7,,,,,,28.7,SMU 100562,34.2306828,-107.1196942
169,745,0ede61e6-c447-32bf-bef1-ffbaca8a6283,NM-06074,34.2275826,-107.1765958,,1S/3W-17,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/24/1980 0:00:00,,1787.0,70.0,65.0,,21.5,,23.29,a,45.0,70.0,75.59999999999998,,,,,,75.59999999999998,SMU 100562,34.2275826,-107.1765958
170,85,6aafad23-80b3-3dcb-9e74-2cab414b22b9,NM-00341,34.2217838,-106.942289,SOCORRO PROSPECT,1S/1W-16,,NM,BASIN AND RANGE,,1/27/1977 0:00:00,1/8/1977 0:00:00,1487.0,76.0,,,,20.56,20.56,a,24.0,76.0,23.7,,,23.7,,0.1,23.7,SMU 100583,34.2217838,-106.942289
171,455,bef6c58e-0dbd-3dda-bb6d-71f74a589e22,NM-06077,34.2118794,-107.8879159,,1S/10W-16,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/28/1980 0:00:00,,2384.0,34.0,20.0,11.6,11.81,,12.24,a,20.0,34.0,28.0,,,,,,28.0,SMU 100562,34.2118794,-107.8879159
172,192,4241a36d-6b63-39de-9006-a8b9237cc257,NM-06136,34.2098816,-107.4489034,,2S/6W-5,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/28/1980 0:00:00,,2317.0,60.0,41.0,10.6,11.84,,13.12,a,30.0,60.0,22.0,,,,,,22.0,SMU 100562,34.2098816,-107.4489034
173,757,c169c8d7-d5d7-332b-a92a-2cf9ce8c203f,NM-06134,34.2075811,-107.5793071,,2S/7W-17,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/28/1980 0:00:00,,2128.0,70.0,43.0,12.4,12.78,,13.45,a,20.0,70.0,13.4,,,,,,13.4,SMU 100562,34.2075811,-107.5793071
